id,title,code,section,instructor,credit_hours,program,target_department,parent_department,type,repeat,lectures
106,Theory of Automata,CS3005,BCS-3A,Ms. Rubab Anam Janjua,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-307'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-307'}]"
107,Theory of Automata,CS3005,BCS-3B,Ms. Rubab Anam Janjua,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-307'}, {'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-307'}]"
108,Theory of Automata,CS3005,BCS-3C,Ms. Rubab Anam Janjua,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-311'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-311'}]"
109,Theory of Automata,CS3005,BCS-3D,Dr. Sobia Tariq,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-202'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-202'}]"
110,Theory of Automata,CS3005,BCS-3E,Dr. Sobia Tariq,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-202'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-202'}]"
111,Theory of Automata,CS3005,BCS-3F,Ms. Saba Sajid,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-305'}, {'day': 'Friday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-201'}]"
112,Theory of Automata,CS3005,BCS-3G,Dr. Tahir Ejaz,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-308'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-308'}]"
113,Theory of Automata,CS3005,BCS-3H,Dr. Tahir Ejaz,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-308'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-308'}]"
114,Theory of Automata,CS3005,BCS-3J,Ms. Saba Sajid,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-309'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-309'}]"
115,Discrete Structures,CS1005,BCS-3A,Dr. Saeeda Zia,,BS,CS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'C-4'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'C-4'}]"
116,Discrete Structures,CS1005,BCS-3B,Dr. Saeeda Zia,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-205'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'C-7'}]"
117,Discrete Structures,CS1005,BCS-3C,Dr. Saeeda Zia,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-205'}, {'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'C-7'}]"
118,Discrete Structures,CS1005,BCS-3D,Mr. Waqar Azeem,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-309'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-309'}]"
119,Discrete Structures,CS1005,BCS-3E,Mr. Waqar Azeem,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-309'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-309'}]"
120,Discrete Structures,CS1005,BCS-3F,Dr. Imran Nadeem,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-309'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-309'}]"
121,Discrete Structures,CS1005,BCS-3G,Dr. Imran Nadeem,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-309'}, {'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-309'}]"
122,Discrete Structures,CS1005,BCS-3H,Dr. Aziz Ur Rehman,,BS,CS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'D-5'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'C-7'}]"
123,Discrete Structures,CS1005,BCS-3J,Dr. Aziz Ur Rehman,,BS,CS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-206'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-206'}]"
124,Linear Algebra,MT1004,BCS-3A,Dr. Akhlaq Ahmad Bhatti,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'S. Hall'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'S. Hall'}]"
125,Linear Algebra,MT1004,BCS-3B,Dr. Akhlaq Ahmad Bhatti,,BS,CS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'S. Hall'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'S. Hall'}]"
126,Linear Algebra,MT1004,BCS-3C,Dr. Akhlaq Ahmad Bhatti,,BS,CS,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'S. Hall'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'S. Hall'}]"
127,Linear Algebra,MT1004,BCS-3D,Ms. Maria Shabir,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'S. Hall'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'S. Hall'}]"
128,Linear Algebra,MT1004,BCS-3E,Ms. Maria Shabir,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'S. Hall'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'S. Hall'}]"
129,Linear Algebra,MT1004,BCS-3F,Dr. Nazish Iftikhar,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'S. Hall'}, {'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'S. Hall'}]"
130,Linear Algebra,MT1004,BCS-3G,Dr. Nazish Iftikhar,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-312'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-312'}]"
131,Linear Algebra,MT1004,BCS-3H,Mr. Abdul Hafeez Sheikh,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-310'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-310'}]"
132,Linear Algebra,MT1004,BCS-3J,Mr. Abdul Hafeez Sheikh,,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-310'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-310'}]"
133,Fundamentals of Management,MG1009,BCS-3A,Ms. Mehwush Mumtaz,2,BS,CS,MG,SS/MG Elective,False,"[{'day': 'Saturday', 'start_time': '08:30', 'end_time': '10:20', 'room': 'F-201'}]"
134,Fundamentals of Management,MG1009,BCS-3B,Ms. Mehwush Mumtaz,2,BS,CS,MG,SS/MG Elective,False,"[{'day': 'Saturday', 'start_time': '10:30', 'end_time': '12:20', 'room': 'F-201'}]"
135,Fundamentals of Management,MG1009,BCS-3C,,2,BS,CS,MG,SS/MG Elective,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '10:20', 'room': 'C-3'}]"
136,Entrepreneurship,SS2013,BCS-3A,Mr. Humbal Tariq (VF),2,BS,CS,SS,SS/MG Elective,False,"[{'day': 'Friday', 'start_time': '08:30', 'end_time': '10:20', 'room': 'F-208'}]"
137,Entrepreneurship,SS2013,BCS-3B,Mr. Humbal Tariq (VF),2,BS,CS,SS,SS/MG Elective,False,"[{'day': 'Friday', 'start_time': '10:30', 'end_time': '12:20', 'room': 'F-208'}]"
138,Engineering Economics,MG2002,BCS-3A,Dr. Rao Aftab Ahmad (VF),2,BS,CS,MG,SS/MG Elective,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '16:20', 'room': 'D-5'}]"
139,Engineering Economics,MG2002,BCS-3B,Dr. Rao Aftab Ahmad (VF),2,BS,CS,MG,SS/MG Elective,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '16:20', 'room': 'F-210'}]"
140,Organizational Behavior,SS2050,BCS-3A,,2,BS,CS,SS,SS/MG Elective,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '16:20', 'room': 'C-7'}]"
141,Organizational Behavior,SS2050,BCS-3B,,2,BS,CS,SS,SS/MG Elective,False,"[{'day': 'Thursday', 'start_time': '14:30', 'end_time': '16:20', 'room': 'C-4'}]"
142,Data Structures Lab,CL2001,BCS-3A,Mr. Rana Waqas Ali (VF),1,BS,CS,CS,Core,False,"[{'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-15'}]"
143,Data Structures Lab,CL2001,BCS-3B,,1,BS,CS,CS,Core,False,"[{'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-15'}]"
144,Data Structures Lab,CL2001,BCS-3C,,1,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-15'}]"
145,Data Structures Lab,CL2001,BCS-3D,,1,BS,CS,CS,Core,False,"[{'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-14'}]"
146,Data Structures Lab,CL2001,BCS-3E,Mr. Muhammad Kamran,1,BS,CS,CS,Core,False,"[{'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-14'}]"
147,Data Structures Lab,CL2001,BCS-3F,Mr. Muhammad Kamran,1,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-14'}]"
148,Data Structures Lab,CL2001,BCS-3G,,1,BS,CS,CS,Core,False,"[{'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-1'}]"
149,Data Structures Lab,CL2001,BCS-3H,,1,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-14'}]"
150,Computer Organization and Assembly Language Lab,EL2003,BCS-3A,,1,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-2'}]"
151,Computer Organization and Assembly Language Lab,EL2003,BCS-3B,,1,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-2'}]"
152,Computer Organization and Assembly Language Lab,EL2003,BCS-3C,,1,BS,CS,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-16'}]"
153,Computer Organization and Assembly Language Lab,EL2003,BCS-3D,,1,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-3'}]"
154,Computer Organization and Assembly Language Lab,EL2003,BCS-3E,,1,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-1'}]"
155,Computer Organization and Assembly Language Lab,EL2003,BCS-3F,,1,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-1'}]"
156,Computer Organization and Assembly Language Lab,EL2003,BCS-3G,,1,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-4'}]"
157,Computer Organization and Assembly Language Lab,EL2003,BCS-3H,,1,BS,CS,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-6'}]"
158,Object Oriented Programming,CS1004,BCS-3A,Ms. Hina Iqbal,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-307'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-307'}]"
159,Object Oriented Programming Lab,CL1004,BCS-3A,,1,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-2'}]"
160,Digital Logic Design,EE1005,BCS-3A,Ms. Maimoona Akram,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-310'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-310'}]"
161,Digital Logic Design Lab,EL1005,BCS-3A1,,1,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Physics Lab'}]"
162,Digital Logic Design Lab,EL1005,BCS-3A2,,1,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Micro Lab'}]"
163,Theory of Automata,CS3005,BCS-5A,Dr. Sobia Tariq,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-308'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-308'}]"
164,Theory of Automata,CS3005,BCS-5B,Ms. Saba Tariq,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-306'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-306'}]"
165,Theory of Automata,CS3005,BCS-5C,Mr. Hamad ul Qudous,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-307'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-307'}]"
166,Theory of Automata,CS3005,BCS-5D,Mr. Hamad ul Qudous,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-304'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-304'}]"
167,Theory of Automata,CS3005,BCS-5E,Mr. Hamad ul Qudous,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-304'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-304'}]"
168,Theory of Automata,CS3005,BCS-5F,Ms. Saba Tariq,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-207'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-207'}]"
169,Theory of Automata,CS3005,BCS-5G,Dr. Aasim Qureshi,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-204'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-204'}]"
170,Theory of Automata,CS3005,BCS-5H,Dr. Tahir Ejaz,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-306'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-306'}]"
171,Theory of Automata,CS3005,BCS-5J,Ms. Saba Sajid,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-310'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-310'}]"
172,Theory of Automata,CS3005,BCS-5K,Ms. Saba Tariq,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'C-14'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'C-14'}]"
173,Computer Networks,CS3001,BCS-5A,Mr. Nauman Moazzam Hayat,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-309'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-309'}]"
174,Computer Networks,CS3001,BCS-5B,Dr. Arshad Ali,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-306'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-306'}]"
175,Computer Networks,CS3001,BCS-5C,Mr. Nauman Moazzam Hayat,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-309'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-309'}]"
176,Computer Networks,CS3001,BCS-5D,Ms. Umm-e-Ammarah,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-306'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-306'}]"
177,Computer Networks,CS3001,BCS-5E,Dr. Abdul Qadeer,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-301'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-301'}]"
178,Computer Networks,CS3001,BCS-5F,Dr. Abdul Qadeer,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-301'}, {'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-301'}]"
179,Computer Networks,CS3001,BCS-5G,Mr. Umar Bin Farooq,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-310'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-310'}]"
180,Computer Networks,CS3001,BCS-5H,Mr. Umar Bin Farooq,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-310'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-310'}]"
181,Computer Networks,CS3001,BCS-5J,Mr. Umar Bin Farooq,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-305'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-305'}]"
182,Design and Analysis of Algorithms,CS2009,BCS-5A,Ms. Abeeda Akram,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-308'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-308'}]"
183,Design and Analysis of Algorithms,CS2009,BCS-5B,Ms. Abeeda Akram,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-308'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-308'}]"
184,Design and Analysis of Algorithms,CS2009,BCS-5C,Mr. Usama Hassan Alvi,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-304'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-304'}]"
185,Design and Analysis of Algorithms,CS2009,BCS-5D,Mr. Usama Hassan Alvi,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-304'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-304'}]"
186,Design and Analysis of Algorithms,CS2009,BCS-5E,Dr. Aasim Qureshi,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-204'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-204'}]"
187,Design and Analysis of Algorithms,CS2009,BCS-5F,Dr. Aasim Qureshi,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-205'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-205'}]"
188,Design and Analysis of Algorithms,CS2009,BCS-5G,Mr. Hafiz Sajid Ali Kazmi,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-309'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-309'}]"
189,Design and Analysis of Algorithms,CS2009,BCS-5H,Mr. Hafiz Sajid Ali Kazmi,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-306'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-306'}]"
190,Design and Analysis of Algorithms,CS2009,BCS-5J,Mr. Hafiz Sajid Ali Kazmi,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-306'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-306'}]"
191,Design and Analysis of Algorithms,CS2009,BCS-5K,Dr. Mirza Mubasher Baig,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-202'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-202'}]"
192,Software Design and Analysis,CS3004,BCS-5A,Ms. Mehroze Khan,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-308'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-308'}]"
193,Software Design and Analysis,CS3004,BCS-5B,Ms. Mehroze Khan,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-308'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-308'}]"
194,Software Design and Analysis,CS3004,BCS-5C,Ms. Mehroze Khan,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-307'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-307'}]"
195,Software Design and Analysis,CS3004,BCS-5D,Mr. Aamir Raheem,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-209'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-209'}]"
196,Software Design and Analysis,CS3004,BCS-5E,Mr. Aamir Raheem,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-209'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-209'}]"
197,Software Design and Analysis,CS3004,BCS-5F,Mr. Aamir Raheem,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-208'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-208'}]"
198,Software Design and Analysis,CS3004,BCS-5G,Ms. Lehmia Kiran,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-210'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-210'}]"
199,Software Design and Analysis,CS3004,BCS-5H,Ms. Lehmia Kiran,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-210'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-210'}]"
200,Software Design and Analysis,CS3004,BCS-5J,Mr. Zeeshan Nazar,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-204'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-204'}]"
201,Software Design and Analysis,CS3004,BCS-5K,Mr. Zeeshan Nazar,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-203'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-203'}]"
202,Advanced Programming,CS4043,BCS-5A,,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-210'}, {'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-210'}]"
203,Advanced Programming,CS4043,BCS-5B,,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-311'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-311'}]"
204,Digital Image Processing,CS4055,BCS-5A,Dr. Syed Asif M Gilani,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-202'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-202'}]"
205,Digital Image Processing,CS4055,BCS-5B,Dr. Syed Asif M Gilani,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-210'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-210'}]"
206,Introduction to Cloud Computing,CS4037,BCS-5A,Mr. Danyal Farhat,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-303'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-303'}]"
207,Introduction to Cloud Computing,CS4037,BCS-5B,Mr. Danyal Farhat,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-303'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-303'}]"
208,Natural Language Processing,CS4063,BCS-5A,Ms. Mamoona Akbar,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-302'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-302'}]"
